competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,GK,GK,Rui Patricio,SofaScore,0,7.3,0,0,0,0,0,0,0,0,0,24,9,2,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0.5,0,0.447204969,0.238095238,0,0,1,0,0,90,90"
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,GK,GK,Rui Patricio,WhoScored,0,7.08,0,0,0,0,0,0,0,0,0,24,9,2,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0.5,0,0.447204969,0.238095238,0,0,1,0,0,90,90"
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,GK,GK,Rui Patricio,Kicker,1,3,0,0,0,0,0,0,0,0,0,24,9,2,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0.5,0,0.447204969,0.238095238,0,0,1,0,0,90,90"
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,Sub,Sub,Andre Gomes,WhoScored,0,6.51,0,0,0,0,0,0,0,0,1,10,4,3,0,0,2,0,1,2,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.078621365,0.514285714,0.095238095,0.25,0,1,0,0,16,90"
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,Sub,Sub,Joao Moutinho,WhoScored,0,6.11,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.265111077,0.467532468,0.047619048,0,0,1,0,0,90,90"
"Euro 2016,06/07/2016,""Portugal - Wales, 2 - 0"",Portugal,Sub,Sub,Ricardo Quaresma,WhoScored,0,6.35,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.344897959,0.031746032,0,0,1,0,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMC,Antoine Griezmann,TheGuardian,1,9,2,0,3,2,1,4,2,0,0,49,25,5,0,2,0,1,4,4,1,1,13,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.153846154,0.206977129,0.65158371,0.490909091,1.580208023,0.041666667,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMC,Antoine Griezmann,WhoScored,0,9.75,2,0,3,2,1,4,2,0,0,49,25,5,0,2,0,1,4,4,1,1,13,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.153846154,0.206977129,0.65158371,0.490909091,1.580208023,0.041666667,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMC,Antoine Griezmann,SofaScore,0,9,2,0,3,2,1,4,2,0,0,49,25,5,0,2,0,1,4,4,1,1,13,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.153846154,0.206977129,0.65158371,0.490909091,1.580208023,0.041666667,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMC,Antoine Griezmann,Kicker,1,1,2,0,3,2,1,4,2,0,0,49,25,5,0,2,0,1,4,4,1,1,13,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.153846154,0.206977129,0.65158371,0.490909091,1.580208023,0.041666667,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DR,Bacary Sagna,TheGuardian,1,7,0,0,0,0,0,0,0,1,0,42,26,3,0,0,3,2,1,1,2,0,8,0,0,3,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.153846154,0.206821082,0.692307692,0.363636364,1.968696895,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DR,Bacary Sagna,WhoScored,0,7.07,0,0,0,0,0,0,0,1,0,42,26,3,0,0,3,2,1,1,2,0,8,0,0,3,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.153846154,0.206821082,0.692307692,0.363636364,1.968696895,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DR,Bacary Sagna,SofaScore,0,6.8,0,0,0,0,0,0,0,1,0,42,26,3,0,0,3,2,1,1,2,0,8,0,0,3,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.153846154,0.206821082,0.692307692,0.363636364,1.968696895,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DR,Bacary Sagna,Kicker,1,3.5,0,0,0,0,0,0,0,1,0,42,26,3,0,0,3,2,1,1,2,0,8,0,0,3,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.153846154,0.206821082,0.692307692,0.363636364,1.968696895,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AML,Dimitri Payet,TheGuardian,1,6,0,0,1,0,0,1,1,0,0,31,15,2,0,1,1,0,7,4,0,0,7,1,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.145947254,0.738461538,0.272727273,1.068790303,0,1,0,1,71,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AML,Dimitri Payet,WhoScored,0,6.5,0,0,1,0,0,1,1,0,0,31,15,2,0,1,1,0,7,4,0,0,7,1,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.145947254,0.738461538,0.272727273,1.068790303,0,1,0,1,71,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AML,Dimitri Payet,SofaScore,0,6.1,0,0,1,0,0,1,1,0,0,31,15,2,0,1,1,0,7,4,0,0,7,1,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.145947254,0.738461538,0.272727273,1.068790303,0,1,0,1,71,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AML,Dimitri Payet,Kicker,1,4.5,0,0,1,0,0,1,1,0,0,31,15,2,0,1,1,0,7,4,0,0,7,1,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.145947254,0.738461538,0.272727273,1.068790303,0,1,0,1,71,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,ML,Julian Draxler,Kicker,1,4,0,0,0,0,0,0,1,1,0,52,34,6,2,0,1,3,8,5,0,2,10,2,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.710084034,0.337078652,1.690754173,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,ML,Julian Draxler,TheGuardian,1,6,0,0,0,0,0,0,1,1,0,52,34,6,2,0,1,3,8,5,0,2,10,2,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.710084034,0.337078652,1.690754173,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,ML,Julian Draxler,SofaScore,0,6.7,0,0,0,0,0,0,1,1,0,52,34,6,2,0,1,3,8,5,0,2,10,2,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.710084034,0.337078652,1.690754173,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,ML,Julian Draxler,WhoScored,0,6.64,0,0,0,0,0,0,1,1,0,52,34,6,2,0,1,3,8,5,0,2,10,2,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.710084034,0.337078652,1.690754173,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,DF,DL,Jonas Hector,Kicker,1,3.5,0,0,0,0,0,0,0,0,0,72,48,6,0,4,1,2,2,2,0,1,12,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.670634921,0.483146067,2.441541413,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,DF,DL,Jonas Hector,TheGuardian,1,7,0,0,0,0,0,0,0,0,0,72,48,6,0,4,1,2,2,2,0,1,12,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.670634921,0.483146067,2.441541413,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,DF,DL,Jonas Hector,SofaScore,0,6.8,0,0,0,0,0,0,0,0,0,72,48,6,0,4,1,2,2,2,0,1,12,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.670634921,0.483146067,2.441541413,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,DF,DL,Jonas Hector,WhoScored,0,6.42,0,0,0,0,0,0,0,0,0,72,48,6,0,4,1,2,2,2,0,1,12,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.085439119,0.670634921,0.483146067,2.441541413,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Blaise Matuidi,TheGuardian,1,7,0,0,0,0,0,0,0,0,1,36,24,3,0,1,0,1,1,11,0,0,9,1,0,1,1,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1.384615385,0.25117597,0.692307692,0.363636364,0.981926966,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Blaise Matuidi,WhoScored,0,6.3,0,0,0,0,0,0,0,0,1,36,24,3,0,1,0,1,1,11,0,0,9,1,0,1,1,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1.384615385,0.25117597,0.692307692,0.363636364,0.981926966,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Blaise Matuidi,SofaScore,0,6.1,0,0,0,0,0,0,0,0,1,36,24,3,0,1,0,1,1,11,0,0,9,1,0,1,1,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1.384615385,0.25117597,0.692307692,0.363636364,0.981926966,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Blaise Matuidi,Kicker,1,3.5,0,0,0,0,0,0,0,0,1,36,24,3,0,1,0,1,1,11,0,0,9,1,0,1,1,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1.384615385,0.25117597,0.692307692,0.363636364,0.981926966,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,DMC,Bastian Schweinsteiger,Kicker,1,4.5,0,0,1,0,0,1,0,0,0,84,68,4,0,0,1,1,3,5,2,5,5,2,1,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.163623446,0.804761905,0.505617978,1.54302809,0,0,1,0,79,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,DMC,Bastian Schweinsteiger,TheGuardian,1,7,0,0,1,0,0,1,0,0,0,84,68,4,0,0,1,1,3,5,2,5,5,2,1,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.163623446,0.804761905,0.505617978,1.54302809,0,0,1,0,79,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,DMC,Bastian Schweinsteiger,SofaScore,0,6.6,0,0,1,0,0,1,0,0,0,84,68,4,0,0,1,1,3,5,2,5,5,2,1,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.163623446,0.804761905,0.505617978,1.54302809,0,0,1,0,79,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,DMC,Bastian Schweinsteiger,WhoScored,0,6.3,0,0,1,0,0,1,0,0,0,84,68,4,0,0,1,1,3,5,2,5,5,2,1,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0.163623446,0.804761905,0.505617978,1.54302809,0,0,1,0,79,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMR,Moussa Sissoko,TheGuardian,1,7,0,0,0,0,0,0,0,3,0,44,27,2,0,5,1,1,4,4,1,1,10,2,1,2,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.538461538,0.261710332,0.738461538,0.472727273,0.98931846,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMR,Moussa Sissoko,WhoScored,0,6.95,0,0,0,0,0,0,0,3,0,44,27,2,0,5,1,1,4,4,1,1,10,2,1,2,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.538461538,0.261710332,0.738461538,0.472727273,0.98931846,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMR,Moussa Sissoko,SofaScore,0,6.5,0,0,0,0,0,0,0,3,0,44,27,2,0,5,1,1,4,4,1,1,10,2,1,2,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.538461538,0.261710332,0.738461538,0.472727273,0.98931846,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,AMR,Moussa Sissoko,Kicker,1,4,0,0,0,0,0,0,0,3,0,44,27,2,0,5,1,1,4,4,1,1,10,2,1,2,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.538461538,0.261710332,0.738461538,0.472727273,0.98931846,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MC,Toni Kroos,Kicker,1,3,0,0,1,1,1,1,2,0,2,120,84,11,5,1,6,3,9,5,2,0,16,0,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0.263179549,0.804761905,0.674157303,1.750424916,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MC,Toni Kroos,TheGuardian,1,8,0,0,1,1,1,1,2,0,2,120,84,11,5,1,6,3,9,5,2,0,16,0,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0.263179549,0.804761905,0.674157303,1.750424916,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MC,Toni Kroos,SofaScore,0,7.8,0,0,1,1,1,1,2,0,2,120,84,11,5,1,6,3,9,5,2,0,16,0,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0.263179549,0.804761905,0.674157303,1.750424916,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MC,Toni Kroos,WhoScored,0,8.08,0,0,1,1,1,1,2,0,2,120,84,11,5,1,6,3,9,5,2,0,16,0,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0.263179549,0.804761905,0.674157303,1.750424916,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MR,Mesut Ozil,Kicker,1,2.5,0,0,0,1,1,0,0,0,0,95,76,4,1,5,4,2,6,3,0,0,11,1,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1.785714286,0.306874404,0.862244898,0.584269663,1.420575387,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MR,Mesut Ozil,TheGuardian,1,7,0,0,0,1,1,0,0,0,0,95,76,4,1,5,4,2,6,3,0,0,11,1,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1.785714286,0.306874404,0.862244898,0.584269663,1.420575387,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MR,Mesut Ozil,SofaScore,0,7.6,0,0,0,1,1,0,0,0,0,95,76,4,1,5,4,2,6,3,0,0,11,1,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1.785714286,0.306874404,0.862244898,0.584269663,1.420575387,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",Germany,MF,MR,Mesut Ozil,WhoScored,0,6.92,0,0,0,1,1,0,0,0,0,95,76,4,1,5,4,2,6,3,0,0,11,1,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1.785714286,0.306874404,0.862244898,0.584269663,1.420575387,0,0,1,0,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Samuel Umtiti,TheGuardian,1,8,0,0,0,0,0,0,0,0,0,30,15,4,0,0,1,2,1,1,2,1,7,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.21958821,0.692307692,0.309090909,2.275896218,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Samuel Umtiti,WhoScored,0,7.12,0,0,0,0,0,0,0,0,0,30,15,4,0,0,1,2,1,1,2,1,7,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.21958821,0.692307692,0.309090909,2.275896218,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Samuel Umtiti,SofaScore,0,7.2,0,0,0,0,0,0,0,0,0,30,15,4,0,0,1,2,1,1,2,1,7,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.21958821,0.692307692,0.309090909,2.275896218,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Samuel Umtiti,Kicker,1,3,0,0,0,0,0,0,0,0,0,30,15,4,0,0,1,2,1,1,2,1,7,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.230769231,0.21958821,0.692307692,0.309090909,2.275896218,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DL,Patrice Evra,TheGuardian,1,8,0,0,0,0,0,0,0,0,1,40,18,5,0,1,1,3,1,5,2,0,10,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.095854233,0.615384615,0.345454545,2.079831577,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DL,Patrice Evra,WhoScored,0,7.09,0,0,0,0,0,0,0,0,1,40,18,5,0,1,1,3,1,5,2,0,10,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.095854233,0.615384615,0.345454545,2.079831577,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DL,Patrice Evra,SofaScore,0,7,0,0,0,0,0,0,0,0,1,40,18,5,0,1,1,3,1,5,2,0,10,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.095854233,0.615384615,0.345454545,2.079831577,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DL,Patrice Evra,Kicker,1,3.5,0,0,0,0,0,0,0,0,1,40,18,5,0,1,1,3,1,5,2,0,10,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.095854233,0.615384615,0.345454545,2.079831577,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Paul Pogba,TheGuardian,1,8,0,0,0,1,0,1,0,0,0,51,29,4,0,2,2,3,10,2,0,1,9,0,2,2,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.538461538,0.357570186,0.791208791,0.545454545,1.851633701,0.045454545,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Paul Pogba,WhoScored,0,7.63,0,0,0,1,0,1,0,0,0,51,29,4,0,2,2,3,10,2,0,1,9,0,2,2,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.538461538,0.357570186,0.791208791,0.545454545,1.851633701,0.045454545,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Paul Pogba,SofaScore,0,7.5,0,0,0,1,0,1,0,0,0,51,29,4,0,2,2,3,10,2,0,1,9,0,2,2,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.538461538,0.357570186,0.791208791,0.545454545,1.851633701,0.045454545,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,MF,DMC,Paul Pogba,Kicker,1,3,0,0,0,1,0,1,0,0,0,51,29,4,0,2,2,3,10,2,0,1,9,0,2,2,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.538461538,0.357570186,0.791208791,0.545454545,1.851633701,0.045454545,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Laurent Koscielny,TheGuardian,1,7,0,0,0,1,0,1,0,0,0,37,18,4,0,0,1,2,0,1,3,1,11,0,1,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.307692308,0.177986266,0.65158371,0.290909091,1.517264146,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Laurent Koscielny,WhoScored,0,7.58,0,0,0,1,0,1,0,0,0,37,18,4,0,0,1,2,0,1,3,1,11,0,1,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.307692308,0.177986266,0.65158371,0.290909091,1.517264146,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Laurent Koscielny,SofaScore,0,7.5,0,0,0,1,0,1,0,0,0,37,18,4,0,0,1,2,0,1,3,1,11,0,1,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.307692308,0.177986266,0.65158371,0.290909091,1.517264146,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,DF,DC,Laurent Koscielny,Kicker,1,2,0,0,0,1,0,1,0,0,0,37,18,4,0,0,1,2,0,1,3,1,11,0,1,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.307692308,0.177986266,0.65158371,0.290909091,1.517264146,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,FW,FW,Olivier Giroud,TheGuardian,1,6,0,0,0,2,2,1,0,0,0,37,14,6,0,0,1,0,5,1,7,4,8,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.166649056,0.738461538,0.345454545,0.971846725,0,1,0,1,78,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,FW,FW,Olivier Giroud,WhoScored,0,6.79,0,0,0,2,2,1,0,0,0,37,14,6,0,0,1,0,5,1,7,4,8,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.166649056,0.738461538,0.345454545,0.971846725,0,1,0,1,78,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,FW,FW,Olivier Giroud,SofaScore,0,6.7,0,0,0,2,2,1,0,0,0,37,14,6,0,0,1,0,5,1,7,4,8,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.166649056,0.738461538,0.345454545,0.971846725,0,1,0,1,78,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,FW,FW,Olivier Giroud,Kicker,1,3,0,0,0,2,2,1,0,0,0,37,14,6,0,0,1,0,5,1,7,4,8,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.166649056,0.738461538,0.345454545,0.971846725,0,1,0,1,78,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,Sub,Sub,Andre-Pierre Gignac,TheGuardian,1,6,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0.032686021,0.503496503,0.054545455,0.25,0,1,0,1,12,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,Sub,Sub,Andre-Pierre Gignac,WhoScored,0,6.15,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0.032686021,0.503496503,0.054545455,0.25,0,1,0,1,12,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,GK,GK,Hugo Lloris,TheGuardian,1,9,0,0,0,0,0,0,0,0,0,22,10,2,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.769230769,0.042796051,0.527472527,0.272727273,0,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,GK,GK,Hugo Lloris,WhoScored,0,8.07,0,0,0,0,0,0,0,0,0,22,10,2,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.769230769,0.042796051,0.527472527,0.272727273,0,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,GK,GK,Hugo Lloris,SofaScore,0,7.8,0,0,0,0,0,0,0,0,0,22,10,2,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.769230769,0.042796051,0.527472527,0.272727273,0,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,GK,GK,Hugo Lloris,Kicker,1,2,0,0,0,0,0,0,0,0,0,22,10,2,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.769230769,0.042796051,0.527472527,0.272727273,0,0,1,0,1,90,90"
"Euro 2016,07/07/2016,""Germany - France, 0 - 2"",France,Sub,Sub,N'Golo Kante,TheGuardian,1,7,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,2,1,0,2,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.032686021,0.481605351,0.018181818,0,0,1,0,1,19,90"
